,Operacao,Operador_Padronizado,Descricao_do_Tipo
3027,Voo Regular,TAM,"GERENCIAMENTO DE TRÁFEGO AÉREO (ATM) / SERVIÇO DE COMUNICAÇÃO NAVEGAÇÃO, OU VIGILÂNCIA (CNS)"
3030,Voo Regular,AZUL,FALHA OU MAU FUNCIONAMENTO DE SISTEMA / COMPONENTE
3031,Táxi Aéreo,CHC DO BRASIL TAXI AEREO S.A,FALHA OU MAU FUNCIONAMENTO DO MOTOR
3032,Voo Regular,AZUL,FALHA OU MAU FUNCIONAMENTO DE SISTEMA / COMPONENTE
3033,Voo Regular,TAM,COLISÃO NO SOLO
3034,Voo Regular,AZUL,FALHA OU MAU FUNCIONAMENTO DE SISTEMA / COMPONENTE
3037,Voo Regular,GOL,FALHA OU MAU FUNCIONAMENTO DO MOTOR
3042,Voo Regular,TAM,COLISÃO NO SOLO
3043,Táxi Aéreo,BRASIL VIDA TAXI AEREO LTDA - EPP,FALHA OU MAU FUNCIONAMENTO DO MOTOR
3044,Voo Regular,TAM,FALHA OU MAU FUNCIONAMENTO DE SISTEMA / COMPONENTE
3045,Voo Regular,AZUL,FALHA OU MAU FUNCIONAMENTO DE SISTEMA / COMPONENTE
3047,Voo Regular,AEROLINEAS ARGENTINAS,"GERENCIAMENTO DE TRÁFEGO AÉREO (ATM) / SERVIÇO DE COMUNICAÇÃO NAVEGAÇÃO, OU VIGILÂNCIA (CNS)"
3053,Táxi Aéreo,AMAPIL TAXI AEREO LTDA,FALHA OU MAU FUNCIONAMENTO DE SISTEMA / COMPONENTE
3054,Táxi Aéreo,LIDER TAXI AEREO S/A – AIR BRASIL,OUTROS
3056,Voo Regular,TWO TAXI AEREO LTDA,COLISÃO NO SOLO
3062,Táxi Aéreo,HELICON TAXI AEREO LTDA,FALHA OU MAU FUNCIONAMENTO DO MOTOR
3065,Voo Regular,TAM,FALHA OU MAU FUNCIONAMENTO DO MOTOR
3066,Táxi Aéreo,NORTH STAR TAXI AEREO LTDA - EPP,OUTROS
3070,Voo Regular,TWO TAXI AEREO LTDA,FALHA OU MAU FUNCIONAMENTO DO MOTOR
3071,Voo Regular,TWO TAXI AEREO LTDA,FALHA OU MAU FUNCIONAMENTO DO MOTOR
3074,Táxi Aéreo,RICO TAXI AEREO LTDA,FALHA OU MAU FUNCIONAMENTO DE SISTEMA / COMPONENTE
3076,Voo Regular,AZUL,CONTATO ANORMAL COM A PISTA
3077,Voo Regular,AZUL,FALHA OU MAU FUNCIONAMENTO DE SISTEMA / COMPONENTE
3078,Voo Regular,AZUL,FALHA OU MAU FUNCIONAMENTO DE SISTEMA / COMPONENTE
3079,Voo Regular,AZUL,FALHA OU MAU FUNCIONAMENTO DE SISTEMA / COMPONENTE
3082,Voo Regular,TAM,FALHA OU MAU FUNCIONAMENTO DO MOTOR
3083,Voo Regular,TAM,FALHA OU MAU FUNCIONAMENTO DE SISTEMA / COMPONENTE
3085,Voo Regular,AZUL,FALHA OU MAU FUNCIONAMENTO DE SISTEMA / COMPONENTE
3088,Táxi Aéreo,AEROBRAN TAXI AEREO LTDA,AERÓDROMO
3090,Táxi Aéreo,OMNI TAXI AEREO LTDA,FALHA OU MAU FUNCIONAMENTO DE SISTEMA / COMPONENTE
3092,Táxi Aéreo,JUTA JUNQUEIRA TAXI AEREO LTDA,FALHA OU MAU FUNCIONAMENTO DE SISTEMA / COMPONENTE
3098,Táxi Aéreo,BHS – BRAZILIAN HELICOPTER SERVICES TAXI AEREO S/A,FALHA OU MAU FUNCIONAMENTO DO MOTOR
3099,Voo Regular,AZUL,FALHA OU MAU FUNCIONAMENTO DE SISTEMA / COMPONENTE
3100,Táxi Aéreo,BHS – BRAZILIAN HELICOPTER SERVICES TAXI AEREO S/A,FALHA OU MAU FUNCIONAMENTO DE SISTEMA / COMPONENTE
3101,Voo Regular,PASSAREDO,COLISÃO NO SOLO
3104,Voo Regular,AZUL,FOGO/FUMAÇA
3107,Voo Regular,TAM,FALHA OU MAU FUNCIONAMENTO DE SISTEMA / COMPONENTE
3109,Táxi Aéreo,PIARARA TAXI AEREO LTDA,COMBUSTÍVEL
3114,Voo Regular,AZUL,FALHA OU MAU FUNCIONAMENTO DE SISTEMA / COMPONENTE
3119,Voo Regular,AZUL,FALHA OU MAU FUNCIONAMENTO DE SISTEMA / COMPONENTE
3120,Táxi Aéreo,AERO RIO TAXI AEREO LTDA,INDETERMINADO
3122,Voo Regular,AZUL,FALHA OU MAU FUNCIONAMENTO DE SISTEMA / COMPONENTE
3123,Voo Regular,AZUL,FALHA OU MAU FUNCIONAMENTO DE SISTEMA / COMPONENTE
3124,Voo Regular,AZUL,FALHA OU MAU FUNCIONAMENTO DE SISTEMA / COMPONENTE
3126,Voo Regular,AZUL,FALHA OU MAU FUNCIONAMENTO DE SISTEMA / COMPONENTE
3129,Voo Regular,AZUL,FALHA OU MAU FUNCIONAMENTO DE SISTEMA / COMPONENTE
3130,Voo Regular,AZUL,FALHA OU MAU FUNCIONAMENTO DE SISTEMA / COMPONENTE
3131,Voo Regular,TAM,TURBULÊNCIA
3134,Voo Regular,AZUL,FALHA OU MAU FUNCIONAMENTO DE SISTEMA / COMPONENTE
3135,Voo Regular,AZUL,FALHA OU MAU FUNCIONAMENTO DE SISTEMA / COMPONENTE
3136,Voo Regular,AZUL,FALHA OU MAU FUNCIONAMENTO DE SISTEMA / COMPONENTE
3141,Voo Regular,AZUL,FALHA OU MAU FUNCIONAMENTO DE SISTEMA / COMPONENTE
3143,Voo Regular,AZUL,FALHA OU MAU FUNCIONAMENTO DE SISTEMA / COMPONENTE
3144,Voo Regular,AZUL,FALHA OU MAU FUNCIONAMENTO DE SISTEMA / COMPONENTE
3153,Táxi Aéreo,STILUS TAXI AEREO LTDA.,FALHA OU MAU FUNCIONAMENTO DE SISTEMA / COMPONENTE
3157,Táxi Aéreo,LIDER TAXI AEREO S/A – AIR BRASIL,FALHA OU MAU FUNCIONAMENTO DE SISTEMA / COMPONENTE
3160,Voo Regular,AZUL,FALHA OU MAU FUNCIONAMENTO DE SISTEMA / COMPONENTE
3167,Táxi Aéreo,AMAZONAVES TAXI AEREO LTDA,FALHA OU MAU FUNCIONAMENTO DE SISTEMA / COMPONENTE
3168,Voo Regular,TAM,FALHA OU MAU FUNCIONAMENTO DE SISTEMA / COMPONENTE
3169,Voo Regular,AZUL,FALHA OU MAU FUNCIONAMENTO DE SISTEMA / COMPONENTE
3172,Voo Regular,TAM,COLISÃO COM AVE
3180,Voo Regular,AZUL,FALHA OU MAU FUNCIONAMENTO DE SISTEMA / COMPONENTE
3181,Voo Regular,AZUL,FALHA OU MAU FUNCIONAMENTO DE SISTEMA / COMPONENTE
3183,Táxi Aéreo,AEROBRAN TAXI AEREO LTDA,FALHA OU MAU FUNCIONAMENTO DE SISTEMA / COMPONENTE
3193,Táxi Aéreo,NHR TAXI AEREO LTDA,FALHA OU MAU FUNCIONAMENTO DE SISTEMA / COMPONENTE
3195,Voo Regular,AZUL,COLISÃO COM AVE
3196,Voo Regular,AZUL,OUTROS
3197,Voo Regular,AZUL,COLISÃO COM FAUNA
3205,Táxi Aéreo,CHC DO BRASIL TAXI AEREO S.A,PERDA DE SEPARAÇÃO / COLISÃO EM VOO
3207,Voo Regular,TAM,CORTANTE DE VENTO / TEMPESTADE
3211,Táxi Aéreo,AEROBRAN TAXI AEREO LTDA,CONTATO ANORMAL COM A PISTA
3213,Táxi Aéreo,RIMA RIO MADEIRA AEROTAXI LTDA,FALHA OU MAU FUNCIONAMENTO DE SISTEMA / COMPONENTE
3218,Voo Regular,PASSAREDO,OUTROS
3219,Táxi Aéreo,LIDER TAXI AEREO S/A – AIR BRASIL,FALHA OU MAU FUNCIONAMENTO DE SISTEMA / COMPONENTE
3222,Voo Regular,AZUL,FALHA OU MAU FUNCIONAMENTO DE SISTEMA / COMPONENTE
3225,Voo Regular,AZUL,FALHA OU MAU FUNCIONAMENTO DE SISTEMA / COMPONENTE
3226,Voo Regular,AZUL,FOGO/FUMAÇA
3234,Voo Regular,TAM,FOGO/FUMAÇA
3235,Voo Regular,TWO TAXI AEREO LTDA,FALHA OU MAU FUNCIONAMENTO DO MOTOR
3239,Voo Regular,MAP,COMBUSTÍVEL
3243,Táxi Aéreo,CHC DO BRASIL TAXI AEREO S.A,FALHA OU MAU FUNCIONAMENTO DO MOTOR
3246,Voo Regular,AZUL,FALHA OU MAU FUNCIONAMENTO DE SISTEMA / COMPONENTE
3249,Voo Regular,AZUL,FALHA OU MAU FUNCIONAMENTO DE SISTEMA / COMPONENTE
3250,Voo Regular,MAP,FALHA OU MAU FUNCIONAMENTO DO MOTOR
3254,Voo Regular,TAM,OUTROS
3256,Táxi Aéreo,JOTAN TAXI AEREO,OPERAÇÕES NO SOLO
3257,Táxi Aéreo,EMAR TAXI AEREO LTDA,COLISÃO NO SOLO
3268,Táxi Aéreo,ICON TAXI AEREO LTDA E OUTRO,FALHA OU MAU FUNCIONAMENTO DE SISTEMA / COMPONENTE
3270,Táxi Aéreo,AEROBRAN TAXI AEREO LTDA,AERÓDROMO
3273,Voo Regular,AZUL,FALHA OU MAU FUNCIONAMENTO DO MOTOR
3275,Táxi Aéreo,BIMAVA TAXI AEREO LTDA,FALHA OU MAU FUNCIONAMENTO DE SISTEMA / COMPONENTE
3276,Táxi Aéreo,OMNI TAXI AEREO LTDA,OUTROS
3282,Voo Regular,OCEANAIR,OUTROS
3286,Táxi Aéreo,AEROCLUBE DA ESTANCIA DE ATIBAIA,INDETERMINADO
3287,Voo Regular,TAM,FALHA OU MAU FUNCIONAMENTO DE SISTEMA / COMPONENTE
3292,Voo Regular,TAM,FALHA OU MAU FUNCIONAMENTO DE SISTEMA / COMPONENTE
3295,Voo Regular,AZUL,FORMAÇÃO DE GELO
3296,Voo Regular,GOL,CONTATO ANORMAL COM A PISTA
3297,Táxi Aéreo,OMNI TAXI AEREO LTDA,FALHA OU MAU FUNCIONAMENTO DE SISTEMA / COMPONENTE
3298,Voo Regular,AZUL,FALHA OU MAU FUNCIONAMENTO DE SISTEMA / COMPONENTE
3311,Voo Regular,TAM,INCURSÃO EM PISTA
3312,Táxi Aéreo,RIMA RIO MADEIRA AEROTAXI LTDA,EXCURSÃO DE PISTA
3313,Voo Regular,GOL,OUTROS
3320,Voo Regular,GOL,FALHA OU MAU FUNCIONAMENTO DO MOTOR
3322,Voo Regular,AZUL,COLISÃO NO SOLO
3332,Voo Regular,AZUL,FALHA OU MAU FUNCIONAMENTO DO MOTOR
3348,Voo Regular,AZUL,FALHA OU MAU FUNCIONAMENTO DE SISTEMA / COMPONENTE
3349,Voo Regular,AZUL,FALHA OU MAU FUNCIONAMENTO DE SISTEMA / COMPONENTE
3351,Táxi Aéreo,TAXI AEREO HERCULES LTDA - EPP,FALHA OU MAU FUNCIONAMENTO DE SISTEMA / COMPONENTE
3356,Táxi Aéreo,LIDER TAXI AEREO S A AIR BRASIL,FALHA OU MAU FUNCIONAMENTO DE SISTEMA / COMPONENTE
3357,Voo Regular,AZUL,FALHA OU MAU FUNCIONAMENTO DE SISTEMA / COMPONENTE
3358,Voo Regular,AZUL,FALHA OU MAU FUNCIONAMENTO DE SISTEMA / COMPONENTE
3359,Voo Regular,AZUL,FALHA OU MAU FUNCIONAMENTO DE SISTEMA / COMPONENTE
3361,Voo Regular,AZUL,PERDA DE SEPARAÇÃO / COLISÃO EM VOO
3362,Voo Regular,GOL,CONTATO ANORMAL COM A PISTA
3365,Voo Regular,TAM,FALHA OU MAU FUNCIONAMENTO DE SISTEMA / COMPONENTE
3366,Voo Regular,AZUL,INCURSÃO EM PISTA
3371,Voo Regular,AZUL,FOGO/FUMAÇA
3385,Táxi Aéreo,CAMEJO TAXI AEREO LTDA - ME,FALHA OU MAU FUNCIONAMENTO DE SISTEMA / COMPONENTE
3388,Táxi Aéreo,BRASIL VIDA TAXI AEREO LTDA - EPP,COLISÃO COM FAUNA
3393,Voo Regular,OCEANAIR,OUTROS
3394,Voo Regular,TAM,OPERAÇÕES NO SOLO
3398,Táxi Aéreo,SETE TAXI AEREO LTDA,FALHA OU MAU FUNCIONAMENTO DE SISTEMA / COMPONENTE
3401,Voo Regular,AZUL,FALHA OU MAU FUNCIONAMENTO DE SISTEMA / COMPONENTE
3406,Voo Regular,TOTAL,FALHA OU MAU FUNCIONAMENTO DE SISTEMA / COMPONENTE
3410,Táxi Aéreo,LIDER TAXI AEREO S.A,FALHA OU MAU FUNCIONAMENTO DO MOTOR
3411,Voo Regular,AZUL,FALHA OU MAU FUNCIONAMENTO DE SISTEMA / COMPONENTE
3412,Voo Regular,GOL,PERDA DE SEPARAÇÃO / COLISÃO EM VOO
3413,Voo Regular,AZUL,OUTROS
3414,Voo Regular,OCEANAIR,OUTROS
3415,Voo Regular,GOL,FALHA OU MAU FUNCIONAMENTO DE SISTEMA / COMPONENTE
3416,Voo Regular,AZUL,FALHA OU MAU FUNCIONAMENTO DO MOTOR
3418,Voo Regular,TAM,FOGO/FUMAÇA
3426,Voo Regular,AZUL,FOGO/FUMAÇA
3427,Voo Regular,TOTAL,FALHA OU MAU FUNCIONAMENTO DE SISTEMA / COMPONENTE
3433,Voo Regular,AZUL,OUTROS
3434,Voo Regular,AZUL,FALHA OU MAU FUNCIONAMENTO DE SISTEMA / COMPONENTE
3436,Voo Regular,AIR FRANCE AIRLINES,INDETERMINADO
3446,Táxi Aéreo,CHC DO BRASIL TAXI AEREO S.A,
3448,Voo Regular,AZUL,FOGO/FUMAÇA
3449,Voo Regular,AZUL,FALHA OU MAU FUNCIONAMENTO DO MOTOR
3452,Táxi Aéreo,LIDER TAXI AEREO S A AIR BRASIL,FALHA OU MAU FUNCIONAMENTO DE SISTEMA / COMPONENTE
3454,Voo Regular,TAM,FALHA OU MAU FUNCIONAMENTO DE SISTEMA / COMPONENTE
3456,Voo Regular,GOL,CONTATO ANORMAL COM A PISTA
3457,Voo Regular,AZUL,FALHA OU MAU FUNCIONAMENTO DE SISTEMA / COMPONENTE
3458,Voo Regular,TAM,FALHA OU MAU FUNCIONAMENTO DE SISTEMA / COMPONENTE
3459,Voo Regular,AZUL,COLISÃO COM AVE
3464,Táxi Aéreo,TAXI AEREO HERCULES LTDA - EPP,OUTROS
3465,Voo Regular,TAM,OUTROS
3467,Voo Regular,AZUL,FALHA OU MAU FUNCIONAMENTO DE SISTEMA / COMPONENTE
3471,Voo Regular,TAM,FALHA OU MAU FUNCIONAMENTO DE SISTEMA / COMPONENTE
3472,Voo Regular,AZUL,INCURSÃO EM PISTA
3473,Voo Regular,TAM,FALHA OU MAU FUNCIONAMENTO DO MOTOR
3474,Táxi Aéreo,LIDER TAXI AEREO S A AIR BRASIL,FALHA OU MAU FUNCIONAMENTO DE SISTEMA / COMPONENTE
3476,Voo Regular,AIGLE AZUR,FOGO/FUMAÇA
3478,Voo Regular,AZUL,FOGO/FUMAÇA
3481,Voo Regular,PASSAREDO,FALHA OU MAU FUNCIONAMENTO DE SISTEMA / COMPONENTE
3485,Táxi Aéreo,AERO STAR TAXI AEREO LTDA,FALHA OU MAU FUNCIONAMENTO DE SISTEMA / COMPONENTE
3486,Voo Regular,AZUL,FALHA OU MAU FUNCIONAMENTO DE SISTEMA / COMPONENTE
3487,Voo Regular,AZUL,FALHA OU MAU FUNCIONAMENTO DE SISTEMA / COMPONENTE
3496,Voo Regular,AZUL,FALHA OU MAU FUNCIONAMENTO DE SISTEMA / COMPONENTE
3498,Voo Regular,SKY AIRLINES,COLISÃO COM AVE
3499,Voo Regular,AZUL,COLISÃO COM FAUNA
3502,Voo Regular,AZUL,FALHA OU MAU FUNCIONAMENTO DE SISTEMA / COMPONENTE
3513,Voo Regular,AZUL,FALHA OU MAU FUNCIONAMENTO DE SISTEMA / COMPONENTE
3514,Voo Regular,AZUL,FALHA OU MAU FUNCIONAMENTO DE SISTEMA / COMPONENTE
3518,Voo Regular,GOL,FALHA OU MAU FUNCIONAMENTO DE SISTEMA / COMPONENTE
3524,Voo Regular,AZUL,OPERAÇÕES NO SOLO
3532,Voo Regular,MAP,FALHA OU MAU FUNCIONAMENTO DO MOTOR
3535,Voo Regular,AZUL,FALHA OU MAU FUNCIONAMENTO DO MOTOR
3536,Voo Regular,AZUL,FALHA OU MAU FUNCIONAMENTO DE SISTEMA / COMPONENTE
3538,Voo Regular,PASSAREDO,FALHA OU MAU FUNCIONAMENTO DE SISTEMA / COMPONENTE
3540,Voo Regular,TAM,OPERAÇÕES NO SOLO
3546,Táxi Aéreo,CHC DO BRASIL TAXI AEREO S.A.,FALHA OU MAU FUNCIONAMENTO DE SISTEMA / COMPONENTE
3547,Táxi Aéreo,PARINTINS TAXI AEREO LTDA,FALHA OU MAU FUNCIONAMENTO DO MOTOR
3550,Voo Regular,ABSA AEROLINHAS BRASILEIRAS S/A,FALHA OU MAU FUNCIONAMENTO DE SISTEMA / COMPONENTE
3561,Voo Regular,DEUTSCHE LUFTHANSA AIRLINES,FALHA OU MAU FUNCIONAMENTO DE SISTEMA / COMPONENTE
3563,Voo Regular,LAN CHILE S.A.,OUTROS
3564,Voo Regular,OCEANAIR,EXCURSÃO DE PISTA
3565,Voo Regular,OCEANAIR,POUSO AQUÉM/ALÉM DA PISTA
3566,Voo Regular,AZUL,FALHA OU MAU FUNCIONAMENTO DO MOTOR
3569,Voo Regular,AEROLINEAS ARGENTINAS,COMBUSTÍVEL
3576,Táxi Aéreo,AERO RIO TAXI AEREO LTDA,OUTROS
3577,Voo Regular,GOL,FALHA OU MAU FUNCIONAMENTO DE SISTEMA / COMPONENTE
3578,Táxi Aéreo,TAXI AEREO HERCULES LTDA - EPP,FALHA OU MAU FUNCIONAMENTO DE SISTEMA / COMPONENTE
3581,Voo Regular,AZUL,FALHA OU MAU FUNCIONAMENTO DE SISTEMA / COMPONENTE
3582,Voo Regular,AZUL,FALHA OU MAU FUNCIONAMENTO DE SISTEMA / COMPONENTE
3587,Voo Regular,TAM,FALHA OU MAU FUNCIONAMENTO DE SISTEMA / COMPONENTE
3590,Voo Regular,AZUL,FALHA OU MAU FUNCIONAMENTO DE SISTEMA / COMPONENTE
3592,Táxi Aéreo,ICON TAXI AEREO LTDA,OPERAÇÕES NO SOLO
3593,Voo Regular,AZUL,FALHA OU MAU FUNCIONAMENTO DE SISTEMA / COMPONENTE
3594,Voo Regular,AZUL,FALHA OU MAU FUNCIONAMENTO DE SISTEMA / COMPONENTE
3599,Voo Regular,GOL,OUTROS
3602,Voo Regular,PASSAREDO,PERDA DE SEPARAÇÃO / COLISÃO EM VOO
3603,Voo Regular,AZUL,FALHA OU MAU FUNCIONAMENTO DE SISTEMA / COMPONENTE
3604,Voo Regular,AZUL,FALHA OU MAU FUNCIONAMENTO DE SISTEMA / COMPONENTE
3605,Voo Regular,TAM,OUTROS
3609,Voo Regular,TAM,FALHA OU MAU FUNCIONAMENTO DO MOTOR
3613,Voo Regular,AZUL,FALHA OU MAU FUNCIONAMENTO DE SISTEMA / COMPONENTE
3614,Voo Regular,AZUL,FALHA OU MAU FUNCIONAMENTO DE SISTEMA / COMPONENTE
3616,Voo Regular,AZUL,FALHA OU MAU FUNCIONAMENTO DE SISTEMA / COMPONENTE
3620,Voo Regular,TOTAL,OUTROS
3622,Táxi Aéreo,RICO TAXI AEREO LTDA,COLISÃO COM OBSTÁCULO DURANTE A DECOLAGEM E POUSO
3624,Táxi Aéreo,AEROBRAN TAXI AEREO LTDA,FALHA OU MAU FUNCIONAMENTO DE SISTEMA / COMPONENTE
3626,Voo Regular,AZUL,FALHA OU MAU FUNCIONAMENTO DE SISTEMA / COMPONENTE
3627,Voo Regular,TAM,FALHA OU MAU FUNCIONAMENTO DE SISTEMA / COMPONENTE
3629,Voo Regular,United Air Lines Inc.,FALHA OU MAU FUNCIONAMENTO DE SISTEMA / COMPONENTE
3633,Táxi Aéreo,BIMAVA TAXI AEREO LTDA,FALHA OU MAU FUNCIONAMENTO DE SISTEMA / COMPONENTE
3639,Voo Regular,AZUL,FALHA OU MAU FUNCIONAMENTO DE SISTEMA / COMPONENTE
3642,Voo Regular,GOL,COLISÃO COM AVE
3644,Voo Regular,GOL,CONTATO ANORMAL COM A PISTA
3648,Voo Regular,AZUL,FALHA OU MAU FUNCIONAMENTO DE SISTEMA / COMPONENTE
3649,Táxi Aéreo,OMNI TAXI AEREO LTDA,FALHA OU MAU FUNCIONAMENTO DE SISTEMA / COMPONENTE
3651,Táxi Aéreo,OMNI TAXI AEREO LTDA,FALHA OU MAU FUNCIONAMENTO DO MOTOR
3655,Voo Regular,AZUL,COLISÃO COM FAUNA
3656,Voo Regular,AZUL,FALHA OU MAU FUNCIONAMENTO DE SISTEMA / COMPONENTE
3657,Táxi Aéreo,CHC DO BRASIL TAXI AEREO S.A,FALHA OU MAU FUNCIONAMENTO DE SISTEMA / COMPONENTE
3660,Voo Regular,AZUL,FALHA OU MAU FUNCIONAMENTO DE SISTEMA / COMPONENTE
3661,Voo Regular,AZUL,FALHA OU MAU FUNCIONAMENTO DE SISTEMA / COMPONENTE
3665,Táxi Aéreo,JUTA JUNQUEIRA TAXI AEREO LTDA,FALHA OU MAU FUNCIONAMENTO DE SISTEMA / COMPONENTE
3671,Voo Regular,TAM,OUTROS
3678,Voo Regular,GOL,OUTROS
3679,Voo Regular,TWO TAXI AEREO LTDA,OUTROS
3680,Táxi Aéreo,OPALAIR TAXI AEREO LTDA,FALHA OU MAU FUNCIONAMENTO DE SISTEMA / COMPONENTE
3682,Táxi Aéreo,HELISTAR TAXI AEREO ESCOLA DE PILOTAGEM E ASSESSORIA AERONAUTICA S A,OUTROS
3684,Voo Regular,AZUL,FALHA OU MAU FUNCIONAMENTO DE SISTEMA / COMPONENTE
3685,Voo Regular,AZUL,FALHA OU MAU FUNCIONAMENTO DE SISTEMA / COMPONENTE
3686,Voo Regular,AZUL,FALHA OU MAU FUNCIONAMENTO DE SISTEMA / COMPONENTE
3688,Voo Regular,TAM,OUTROS
3693,Voo Regular,AZUL,FALHA OU MAU FUNCIONAMENTO DE SISTEMA / COMPONENTE
3694,Voo Regular,AZUL,FALHA OU MAU FUNCIONAMENTO DE SISTEMA / COMPONENTE
3699,Voo Regular,AZUL,CONTATO ANORMAL COM A PISTA
3701,Voo Regular,AZUL,FALHA OU MAU FUNCIONAMENTO DE SISTEMA / COMPONENTE
3710,Táxi Aéreo,COSTA DO SOL TAXI AEREO LTDA,COLISÃO NO SOLO
3718,Voo Regular,TAM,COLISÃO COM AVE
3719,Voo Regular,TAM,COLISÃO COM AVE
3720,Voo Regular,AZUL,COLISÃO COM AVE
3721,Voo Regular,AIR FRANCE AIRLINES,FALHA OU MAU FUNCIONAMENTO DE SISTEMA / COMPONENTE
3725,Voo Regular,AZUL,OUTROS
3727,Voo Regular,GOL,FALHA OU MAU FUNCIONAMENTO DO MOTOR
3731,Voo Regular,AZUL,FALHA OU MAU FUNCIONAMENTO DE SISTEMA / COMPONENTE
3732,Voo Regular,MODERN TRANSPORTE AEREO DE CARGA SA,FALHA OU MAU FUNCIONAMENTO DE SISTEMA / COMPONENTE
3740,Voo Regular,AZUL,FALHA OU MAU FUNCIONAMENTO DE SISTEMA / COMPONENTE
3742,Voo Regular,AZUL,COLISÃO COM FAUNA
3743,Táxi Aéreo,TAXI AEREO HERCULES LTDA - EPP,CORTANTE DE VENTO / TEMPESTADE
3744,Voo Regular,AZUL,FALHA OU MAU FUNCIONAMENTO DE SISTEMA / COMPONENTE
3749,Voo Regular,AZUL,FALHA OU MAU FUNCIONAMENTO DE SISTEMA / COMPONENTE
3750,Voo Regular,TAM,FALHA OU MAU FUNCIONAMENTO DE SISTEMA / COMPONENTE
3755,Voo Regular,AZUL,FALHA OU MAU FUNCIONAMENTO DE SISTEMA / COMPONENTE
3759,Voo Regular,AZUL,FALHA OU MAU FUNCIONAMENTO DE SISTEMA / COMPONENTE
3762,Voo Regular,AZUL,FALHA OU MAU FUNCIONAMENTO DO MOTOR
3763,Táxi Aéreo,RIMA RIO MADEIRA AEROTAXI LTDA,FALHA OU MAU FUNCIONAMENTO DE SISTEMA / COMPONENTE
3764,Voo Regular,MAP,FALHA OU MAU FUNCIONAMENTO DE SISTEMA / COMPONENTE
3767,Voo Regular,GOL,FALHA OU MAU FUNCIONAMENTO DE SISTEMA / COMPONENTE
3771,Táxi Aéreo,EMAR TAXI AEREO LTDA,OUTROS
3777,Voo Regular,AZUL,FALHA OU MAU FUNCIONAMENTO DO MOTOR
3778,Voo Regular,AZUL,COLISÃO COM AVE
3779,Voo Regular,CABO VERDE AIRLINES,FALHA OU MAU FUNCIONAMENTO DE SISTEMA / COMPONENTE
3785,Voo Regular,GOL,COLISÃO NO SOLO
3787,Voo Regular,AZUL,FALHA OU MAU FUNCIONAMENTO DE SISTEMA / COMPONENTE
3789,Voo Regular,AZUL,FALHA OU MAU FUNCIONAMENTO DE SISTEMA / COMPONENTE
3790,Voo Regular,GOL,COLISÃO NO SOLO
3791,Voo Regular,TAM,FALHA OU MAU FUNCIONAMENTO DE SISTEMA / COMPONENTE
3795,Voo Regular,AZUL,FALHA OU MAU FUNCIONAMENTO DE SISTEMA / COMPONENTE
3801,Voo Regular,AZUL,FALHA OU MAU FUNCIONAMENTO DO MOTOR
3802,Voo Regular,AZUL,FALHA OU MAU FUNCIONAMENTO DE SISTEMA / COMPONENTE
3803,Voo Regular,AZUL,FALHA OU MAU FUNCIONAMENTO DO MOTOR
3805,Voo Regular,GOL,FALHA OU MAU FUNCIONAMENTO DE SISTEMA / COMPONENTE
3806,Táxi Aéreo,LIDER TAXI AEREO S/A – AIR BRASIL,
3807,Táxi Aéreo,AMERICA DO SUL - TAXI AEREO LTDA,CONTATO ANORMAL COM A PISTA
3808,Táxi Aéreo,OMNI TAXI AEREO LTDA,FALHA OU MAU FUNCIONAMENTO DE SISTEMA / COMPONENTE
3812,Táxi Aéreo,AEB TAXI AEREO E TRANSPORTES ESPECIAIS LTDA,PERDA DE CONTROLE NO SOLO
3817,Táxi Aéreo,BHS – BRAZILIAN HELICOPTER SERVICES TAXI AEREO S/A,
3819,Voo Regular,PASSAREDO,FALHA OU MAU FUNCIONAMENTO DE SISTEMA / COMPONENTE
3820,Táxi Aéreo,LIDER TAXI AEREO S/A – AIR BRASIL,OUTROS
3823,Voo Regular,TAM,
3825,Voo Regular,TAM,
3827,Táxi Aéreo,ROTA DO SOL TAXI AEREO LTDA,
3835,Táxi Aéreo,LIDER TAXI AEREO S/A – AIR BRASIL,
3836,Táxi Aéreo,TAXI AEREO DOURADO LTDA,PERDA DE CONTROLE EM VOO
3837,Táxi Aéreo,TWO TAXI AEREO LTDA,
3841,Táxi Aéreo,TWO TAXI AEREO LTDA,FALHA OU MAU FUNCIONAMENTO DE SISTEMA / COMPONENTE
3842,Táxi Aéreo,LIDER TAXI AEREO S/A – AIR BRASIL,FALHA OU MAU FUNCIONAMENTO DE SISTEMA / COMPONENTE
3843,Voo Regular,AZUL,OUTROS
3845,Táxi Aéreo,LIDER TAXI AEREO S/A – AIR BRASIL,PERDA DE SEPARAÇÃO / COLISÃO EM VOO
3846,Voo Regular,OCEANAIR,
3851,Voo Regular,AZUL,MÉDICO
3852,Táxi Aéreo,CAF TAXI AEREO LTDA,
3856,Voo Regular,TAM,
3858,Táxi Aéreo,OMNI TAXI AEREO LTDA,
3866,Táxi Aéreo,ELVIO BENESI GOMES,EXCURSÃO DE PISTA
3867,Táxi Aéreo,ELVIO BENESI GOMES,PERDA DE CONTROLE NO SOLO
3870,Voo Regular,WEBJET,
3871,Voo Regular,OCEANAIR,FOGO/FUMAÇA
3872,Voo Regular,ABSA AEROLINHAS BRASILEIRAS S/A,
3874,Voo Regular,TRIP,FALHA OU MAU FUNCIONAMENTO DO MOTOR
